Date,Level cm,Flow l/s,Flag
14/04/2012 20:30:00,18.8471,21.1266,
14/04/2012 20:35:00,18.8267,21.0695,
14/04/2012 20:40:00,18.8573,21.1552,
14/04/2012 20:45:00,18.9592,21.4423,
14/04/2012 20:50:00,18.9898,21.5289,
14/04/2012 20:55:00,19.1122,21.8774,
14/04/2012 21:00:00,18.8369,21.0980,
14/04/2012 21:05:00,18.9592,21.4423,
14/04/2012 21:10:00,18.9286,21.3559,
14/04/2012 21:15:00,19.1020,21.8483,
14/04/2012 21:20:00,18.9286,21.3559,
14/04/2012 21:25:00,18.8267,21.0695,
14/04/2012 21:30:00,18.7961,20.9840,
14/04/2012 21:35:00,19.2142,22.1704,
14/04/2012 21:40:00,18.8573,21.1552,
14/04/2012 21:45:00,18.7961,20.9840,
14/04/2012 21:50:00,19.0714,21.7609,
14/04/2012 21:55:00,18.6941,20.7005,
14/04/2012 22:00:00,18.8063,21.0125,
14/04/2012 22:05:00,18.9694,21.4712,
14/04/2012 22:10:00,18.8267,21.0695,
14/04/2012 22:15:00,18.8369,21.0980,
14/04/2012 22:20:00,18.8369,21.0980,
14/04/2012 22:25:00,19.0000,21.5578,
14/04/2012 22:30:00,18.8980,21.2698,
14/04/2012 22:35:00,18.8980,21.2698,
14/04/2012 22:40:00,18.8980,21.2698,
14/04/2012 22:45:00,18.7451,20.8420,
14/04/2012 22:50:00,18.6023,20.4474,
14/04/2012 22:55:00,18.8776,21.2124,
14/04/2012 23:00:00,18.7757,20.9271,
14/04/2012 23:05:00,18.9286,21.3559,
14/04/2012 23:10:00,18.7757,20.9271,
14/04/2012 23:15:00,18.7757,20.9271,
14/04/2012 23:20:00,18.4901,20.1405,
14/04/2012 23:25:00,18.6635,20.6159,
14/04/2012 23:30:00,18.9286,21.3559,
14/04/2012 23:35:00,18.8165,21.0410,
14/04/2012 23:40:00,18.6635,20.6159,
14/04/2012 23:45:00,18.7145,20.7570,
14/04/2012 23:50:00,18.9796,21.5000,
14/04/2012 23:55:00,18.7145,20.7570,
15/04/2012 00:00:00,18.8674,21.1838,
15/04/2012 00:05:00,18.7247,20.7853,
15/04/2012 00:10:00,18.7247,20.7853,
15/04/2012 00:15:00,18.9286,21.3559,
15/04/2012 00:20:00,18.7655,20.8987,
15/04/2012 00:25:00,18.7655,20.8987,
15/04/2012 00:30:00,18.8776,21.2124,
15/04/2012 00:35:00,18.8165,21.0410,
15/04/2012 00:40:00,18.9694,21.4712,
15/04/2012 00:45:00,18.9694,21.4712,
15/04/2012 00:50:00,18.7043,20.7288,
15/04/2012 00:55:00,19.0816,21.7900,
15/04/2012 01:00:00,18.9082,21.2985,
15/04/2012 01:05:00,18.9184,21.3272,
15/04/2012 01:10:00,18.9082,21.2985,
15/04/2012 01:15:00,19.0204,21.6157,
15/04/2012 01:20:00,18.9184,21.3272,
15/04/2012 01:25:00,18.9184,21.3272,
15/04/2012 01:30:00,18.9184,21.3272,
15/04/2012 01:35:00,18.8776,21.2124,
15/04/2012 01:40:00,18.8776,21.2124,
15/04/2012 01:45:00,19.0306,21.6447,
15/04/2012 01:50:00,19.0204,21.6157,
15/04/2012 01:55:00,18.6941,20.7005,
15/04/2012 02:00:00,18.9796,21.5000,
15/04/2012 02:05:00,18.8674,21.1838,
15/04/2012 02:10:00,18.8674,21.1838,
15/04/2012 02:15:00,19.0408,21.6737,
15/04/2012 02:20:00,18.7655,20.8987,
15/04/2012 02:25:00,18.8776,21.2124,
15/04/2012 02:30:00,19.0102,21.5868,
15/04/2012 02:35:00,18.7349,20.8136,
15/04/2012 02:40:00,18.7859,20.9555,
15/04/2012 02:45:00,18.7349,20.8136,
15/04/2012 02:50:00,18.9082,21.2985,
15/04/2012 02:55:00,18.8980,21.2698,
15/04/2012 03:00:00,18.7349,20.8136,
15/04/2012 03:05:00,18.7451,20.8420,
15/04/2012 03:10:00,18.9082,21.2985,
15/04/2012 03:15:00,18.8165,21.0410,
15/04/2012 03:20:00,18.7043,20.7288,
15/04/2012 03:25:00,18.8165,21.0410,
15/04/2012 03:30:00,19.0612,21.7318,
15/04/2012 03:35:00,18.9592,21.4423,
15/04/2012 03:40:00,18.8063,21.0125,
15/04/2012 03:45:00,18.9490,21.4135,
15/04/2012 03:50:00,18.8471,21.1266,
15/04/2012 03:55:00,18.6839,20.6723,
15/04/2012 04:00:00,19.0612,21.7318,
15/04/2012 04:05:00,18.8369,21.0980,
15/04/2012 04:10:00,19.0000,21.5578,
15/04/2012 04:15:00,18.7247,20.7853,
15/04/2012 04:20:00,18.9592,21.4423,
15/04/2012 04:25:00,18.9592,21.4423,
15/04/2012 04:30:00,18.9592,21.4423,
15/04/2012 04:35:00,18.9796,21.5000,
15/04/2012 04:40:00,18.8674,21.1838,
15/04/2012 04:45:00,18.8674,21.1838,
15/04/2012 04:50:00,18.8267,21.0695,
15/04/2012 04:55:00,18.7349,20.8136,
15/04/2012 05:00:00,18.9694,21.4712,
15/04/2012 05:05:00,18.7553,20.8703,
